NOC,Event,Gam_Med_Bro,Gam_Med_Sil,Gam_Med_Gol,Gam_Med_Non
URS,"Speed Skating Men's 5,000 metres",1,1,2,21
EUN,Sailing Men's Two Person Dinghy,0,0,0,2
RUS,Sailing Men's Two Person Dinghy,0,0,0,12
BLR,Rowing Women's Quadruple Sculls,0,0,0,4
CAN,Figure Skating Mixed Ice Dancing,2,2,2,36
RUS,Swimming Men's 400 metres Individual Medley,0,0,0,6
SWE,Swimming Women's 300 metres Freestyle,0,0,0,3
SWE,Beach Volleyball Men's Beach Volleyball,0,0,0,6
FIN,"Athletics Men's Cross-Country, Individual",1,1,3,15
FIN,"Athletics Men's Cross-Country, Team",0,8,12,0
GER,Snowboarding Men's Boardercross,0,0,0,7
BEL,Athletics Women's 400 metres,0,0,0,4
SWE,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0,0,17
NOR,Boxing Men's Flyweight,0,0,0,5
ITA,Boxing Men's Light-Welterweight,2,1,1,8
ITA,Athletics Men's High Jump,0,0,0,23
SLO,Alpine Skiing Men's Slalom,1,0,0,26
TUN,Athletics Men's 400 metres Hurdles,0,0,0,3
ARG,Weightlifting Men's Light-Heavyweight,0,0,0,4
NOR,Alpine Skiing Women's Super G,0,0,0,13
NOR,Alpine Skiing Women's Combined,1,0,0,14
NOR,Diving Women's Plain High,0,0,0,2
GER,"Cycling Men's 1,000 metres Time Trial",2,2,0,6
GER,Cycling Men's Keirin,1,1,0,7
DEN,Athletics Women's 100 metres,0,0,0,4
DEN,Athletics Women's 4 x 100 metres Relay,0,0,0,4
AUT,Athletics Men's 100 metres,0,0,0,16
AUT,Athletics Men's 200 metres,0,0,0,15
AUT,Athletics Men's 4 x 100 metres Relay,0,0,0,17
NED,Athletics Men's 200 metres,1,0,0,26
ISR,Weightlifting Men's Light-Heavyweight,0,0,0,1
AUT,Judo Men's Open Class,0,0,0,3
AUT,"Wrestling Men's Welterweight, Freestyle",0,0,0,4
AUT,"Wrestling Men's Lightweight, Greco-Roman",0,0,1,13
GER,Boxing Men's Light-Heavyweight,1,2,1,6
ISR,Tennis Women's Singles,0,0,0,5
GER,Gymnastics Women's Horse Vault,0,2,0,31
AUT,Hockey Men's Hockey,0,0,0,41
CAN,Judo Men's Heavyweight,1,1,0,1
AUT,Beach Volleyball Men's Beach Volleyball,0,0,0,16
GER,Athletics Men's 4 x 100 metres Relay,8,8,4,34
SUI,Snowboarding Men's Halfpipe,0,0,2,17
FRA,Sailing Mixed Two Person Heavyweight Dinghy,0,2,0,16
NOR,Biathlon Women's 12.5 kilometres Mass Start,1,0,0,7
NOR,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,0,4,0
CAN,Boxing Men's Super-Heavyweight,0,0,1,5
NOR,"Shooting Men's Running Target, Single And Double Shot",0,0,1,3
GER,Swimming Men's 4 x 200 metres Freestyle Relay,6,4,0,50
SWE,Gymnastics Women's Team Portable Apparatus,0,6,8,0
SWE,Athletics Men's Standing Long Jump,0,0,0,10
NED,Snowboarding Women's Boardercross,0,0,0,1
IRL,Bobsleigh Women's Two,0,0,0,2
SWE,Swimming Women's 200 metres Freestyle,0,1,0,14
SWE,Swimming Women's 10 kilometres Open Water,0,0,0,1
SWE,"Cycling Women's Road Race, Individual",0,2,0,21
SWE,Biathlon Men's 15 kilometres Mass Start,0,0,0,6
USA,Weightlifting Men's Super-Heavyweight,0,1,0,11
SWE,Sailing Mixed 12 metres,0,10,0,0
LAT,Weightlifting Men's Super-Heavyweight,1,1,0,4
BRA,Sailing Men's One Person Dinghy,0,0,0,7
AUT,Rhythmic Gymnastics Women's Individual,0,0,0,6
GER,"Wrestling Men's Lightweight, Freestyle",0,2,0,6
DEN,Weightlifting Men's Light-Heavyweight,0,1,0,4
NOR,Athletics Women's Discus Throw,0,0,0,2
FRG,Weightlifting Men's Middleweight,0,0,1,4
TCH,"Fencing Men's epee, Individual",0,0,0,21
ISL,Judo Men's Heavyweight,0,0,0,5
GER,Alpine Skiing Women's Slalom,2,1,2,32
GER,Alpine Skiing Women's Combined,2,2,4,16
GER,Alpine Skiing Women's Giant Slalom,3,1,2,33
BEL,Sailing Mixed One Person Dinghy,1,1,1,12
NOR,Snowboarding Men's Slopestyle,0,1,0,3
NED,Swimming Men's 4 x 100 metres Freestyle Relay,0,5,0,28
NED,"Speed Skating Men's 5,000 metres",7,8,5,42
NED,"Speed Skating Men's 10,000 metres",7,6,7,36
SWE,Weightlifting Men's Super-Heavyweight,0,0,0,5
SWE,Boxing Men's Flyweight,0,0,0,6
NOR,"Canoeing Women's Kayak Fours, 500 metres",0,0,0,8
PAR,Shooting Mixed Skeet,0,0,0,2
ARM,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,0,1
GEO,Swimming Men's 50 metres Freestyle,0,0,0,1
UKR,Boxing Men's Light-Welterweight,0,1,0,2
AUS,Swimming Men's 200 metres Breaststroke,0,2,2,27
AUS,Swimming Men's 200 metres Individual Medley,0,0,0,20
BEL,Athletics Women's 100 metres Hurdles,0,0,0,5
FRA,"Shooting Men's Trap, Team",0,0,0,18
USA,Swimming Men's 400 metres Freestyle,6,6,9,40
IRL,"Athletics Men's 10,000 metres",0,0,0,10
FRG,Athletics Men's 110 metres Hurdles,0,0,0,6
HUN,Figure Skating Mixed Ice Dancing,0,2,0,16
NED,Sailing Women's Two Person Dinghy,2,2,0,8
ROU,Archery Men's Individual,0,0,0,3
SAM,"Canoeing Men's Kayak Singles, 500 metres",0,0,0,1
SAM,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,0,1
SAM,"Canoeing Men's Canadian Singles, 200 metres",0,0,0,1
SAM,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,0,1
CZE,Triathlon Women's Olympic Distance,0,0,0,9
BUL,Athletics Women's 100 metres,0,0,0,16
BUL,Athletics Women's 200 metres,0,0,0,15
UKR,"Athletics Women's 10,000 metres",0,0,0,2
USA,Judo Men's Middleweight,1,1,0,9
USA,Judo Men's Half-Heavyweight,0,0,0,10
ROU,Bobsleigh Men's Four/Five,0,0,0,10
FRA,Swimming Women's 100 metres Backstroke,1,1,0,25
ARG,Tennis Men's Singles,1,1,0,29
SLO,"Nordic Combined Men's Normal Hill / 10 km, Individual",0,0,0,5
SLO,"Nordic Combined Men's Large Hill / 10 km, Individual",0,0,0,5
CHI,Cycling Men's Sprint,0,0,0,10
CHI,Cycling Men's 50 kilometres,0,0,0,3
FRG,Swimming Men's 400 metres Individual Medley,1,0,0,8
IRL,Athletics Men's Discus Throw,0,0,0,6
CUB,Judo Women's Extra-Lightweight,2,1,0,4
CUB,Judo Women's Half-Lightweight,2,1,1,2
POR,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",0,0,0,5
COL,Swimming Men's 200 metres Backstroke,0,0,0,6
GUA,"Shooting Men's Running Target, 10 metres",0,0,0,5
VEN,Boxing Men's Light-Flyweight,1,0,1,7
ESP,Rowing Men's Coxed Pairs,0,0,0,12
ESP,Rowing Men's Quadruple Sculls,0,0,0,12
ARG,"Wrestling Women's Flyweight, Freestyle",0,0,0,2
COL,Weightlifting Men's Bantamweight,0,0,0,10
FRA,Judo Women's Half-Lightweight,1,0,1,5
USA,"Athletics Men's 3,000 metres, Team",6,0,10,0
USA,"Athletics Men's Cross-Country, Individual",1,0,0,16
USA,"Athletics Men's Cross-Country, Team",0,6,0,11
ESP,Modern Pentathlon Men's Individual,0,0,0,18
AND,Athletics Men's Marathon,0,0,0,5
BLR,Boxing Men's Featherweight,0,0,0,1
BEL,"Art Competitions Mixed Sculpturing, Unknown Event",0,0,0,47
VEN,"Shooting Men's Free Pistol, 50 metres",0,0,0,8
COL,"Equestrianism Mixed Dressage, Individual",0,0,0,3
FRA,Rowing Men's Coxed Pairs (1 kilometres),3,0,0,3
FRA,Rowing Men's Coxed Pairs (1 mile),3,0,0,3
FRA,Swimming Men's 50 metres Freestyle,1,2,1,9
USA,"Wrestling Women's Heavyweight, Freestyle",0,0,0,4
FRA,Snowboarding Women's Giant Slalom,0,0,1,3
JAM,Athletics Men's Decathlon,0,0,0,4
ESP,Swimming Women's 200 metres Backstroke,0,0,0,12
FRA,Cycling Men's 100 kilometres Team Time Trial,4,0,0,28
LUX,Gymnastics Men's Individual All-Around,0,0,0,54
LUX,Gymnastics Men's Floor Exercise,0,0,0,31
LUX,Gymnastics Men's Horse Vault,0,0,0,47
LUX,Gymnastics Men's Parallel Bars,0,0,0,48
LUX,Gymnastics Men's Horizontal Bar,0,0,0,48
LUX,Gymnastics Men's Rings,0,0,0,48
LUX,Gymnastics Men's Pommelled Horse,0,0,0,47
TTO,Athletics Men's 400 metres,1,1,0,28
CAN,"Athletics Women's 3,000 metres Steeplechase",0,0,0,3
LUX,Swimming Women's 100 metres Backstroke,0,0,0,3
NZL,Weightlifting Men's Light-Heavyweight,0,0,0,6
FRA,Shooting Women's Double Trap,0,0,0,1
SUI,Athletics Men's 110 metres Hurdles,0,0,0,10
GRN,Athletics Women's 800 metres,0,0,0,2
POR,Bobsleigh Men's Four,0,0,0,4
HON,Athletics Women's 100 metres Hurdles,0,0,0,2
HON,Rowing Men's Single Sculls,0,0,0,1
FRA,"Swimming Men's 1,500 metres Freestyle",0,0,0,30
CZE,Synchronized Swimming Women's Duet,0,0,0,10
ITA,Boxing Men's Bantamweight,0,2,3,10
ITA,Rowing Men's Single Sculls,1,0,0,13
MON,Taekwondo Men's Featherweight,0,0,0,1
POL,Rowing Men's Lightweight Coxless Fours,0,4,0,4
URU,"Cycling Men's Road Race, Team",0,0,0,12
FRA,Sailing Men's One Person Dinghy,0,0,0,7
TCH,Athletics Men's 400 metres Hurdles,0,0,0,6
ISV,Shooting Mixed Skeet,0,0,0,3
DEN,Rowing Men's Coxed Eights,0,0,0,45
GER,"Cycling Men's Mountainbike, Cross-Country",0,0,0,14
SUI,Athletics Men's Long Jump,0,0,0,13
AUT,Swimming Men's One Mile Freestyle,1,0,0,4
AUT,Swimming Men's 4 x 250 metres Freestyle Relay,0,0,0,4
AUT,"Shooting Men's Free Pistol, 50 metres",0,0,0,7
AUT,"Shooting Men's Dueling Pistol, 30 metres",0,0,0,2
GER,Swimming Women's 100 metres Breaststroke,0,0,0,11
CAN,Rowing Women's Coxed Quadruple Sculls,0,0,0,10
CAN,"Art Competitions Mixed Painting, Applied Arts",0,0,0,2
FRA,Weightlifting Men's Heavyweight,1,0,0,12
LTU,Rowing Women's Coxless Pairs,0,0,0,2
LTU,Sailing Men's Windsurfer,0,0,0,2
ISR,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0,3
DEN,"Fencing Men's Sabre, Individual",1,0,0,27
DEN,"Fencing Men's Sabre, Team",0,0,0,28
DEN,Sailing Mixed 8 metres,0,0,0,6
NOR,Freestyle Skiing Women's Ski Cross,0,1,0,4
NOR,Freestyle Skiing Women's Moguls,2,1,2,4
NOR,Beach Volleyball Women's Beach Volleyball,0,0,0,10
DEN,Sailing Mixed 5.5 metres,0,3,0,9
SWE,"Shooting Men's Rapid-Fire Pistol, 25 metres",2,1,0,13
ITA,"Shooting Men's Free Pistol, 50 metres",1,0,0,26
SUI,Freestyle Skiing Women's Slopestyle,0,0,0,2
ARG,Athletics Men's Long Jump,0,0,0,2
ARG,Athletics Men's Decathlon,0,0,0,5
MAR,Athletics Men's Long Jump,0,0,0,6
CAN,Athletics Men's 20 kilometres Walk,0,1,0,21
CAN,Athletics Men's 50 kilometres Walk,0,0,0,21
COL,Weightlifting Men's Featherweight,0,2,1,9
DOM,Weightlifting Men's Light-Heavyweight,0,0,0,3
PUR,Swimming Men's 100 metres Backstroke,0,0,0,6
PUR,Swimming Men's 200 metres Backstroke,0,0,0,4
PUR,Swimming Men's 4 x 100 metres Medley Relay,0,0,0,16
PER,Art Competitions Mixed Unknown Event,0,0,0,3
CHI,Swimming Men's 200 metres Breaststroke,0,0,0,2
USA,Athletics Women's Hammer Throw,0,0,0,15
AUS,Swimming Men's 200 metres Butterfly,2,1,2,24
USA,"Wrestling Men's Lightweight, Freestyle",3,5,4,21
ITA,Freestyle Skiing Women's Slopestyle,0,0,0,1
ITA,Golf Men's Individual,0,0,0,2
SWE,"Art Competitions Mixed Painting, Paintings",0,0,1,25
ITA,Figure Skating Mixed Ice Dancing,2,0,0,32
NED,Ice Hockey Men's Ice Hockey,0,0,0,20
DEN,Boxing Men's Lightweight,1,1,1,11
NED,Tennis Women's Singles,0,0,0,8
NED,Tennis Mixed Doubles,2,0,0,2
HUN,Rowing Women's Quadruple Sculls,0,0,0,4
BEL,Athletics Men's 800 metres,0,2,0,23
NOR,Athletics Women's Long Jump,0,0,0,3
NOR,Athletics Women's Pentathlon,0,0,0,2
DEN,"Fencing Men's Foil, Masters, Individual",0,0,0,1
FRA,"Wrestling Women's Flyweight, Freestyle",0,0,0,2
FRA,Military Ski Patrol Men's Military Ski Patrol,4,0,0,0
FRA,Cross Country Skiing Men's 18 kilometres,0,0,0,26
FRA,Cycling Women's Omnium,0,0,0,2
SUI,"Wrestling Men's Middleweight, Greco-Roman",0,0,0,11
CAN,"Wrestling Men's Flyweight, Freestyle",0,0,0,6
FRA,Athletics Men's Javelin Throw,0,0,0,20
ITA,Rowing Women's Lightweight Double Sculls,0,0,0,4
HAI,Boxing Men's Welterweight,0,0,0,2
CAN,Athletics Men's 800 metres,2,2,0,42
ITA,Rowing Women's Coxless Pairs,0,0,0,4
ITA,"Wrestling Men's Bantamweight, Greco-Roman",1,1,0,10
ITA,Modern Pentathlon Women's Individual,0,0,0,10
ITA,Rhythmic Gymnastics Women's Individual,0,0,0,12
ITA,Canoeing Men's Kayak Relay 4 x 500 metres,0,0,0,4
ITA,Figure Skating Mixed Team,0,0,0,9
YUG,Alpine Skiing Men's Downhill,0,0,0,21
YUG,Alpine Skiing Men's Combined,0,0,0,10
ITA,Athletics Women's Marathon,0,0,0,25
ITA,Diving Men's Platform,1,1,3,25
ITA,Athletics Women's 80 metres Hurdles,0,0,1,6
FRA,Freestyle Skiing Men's Halfpipe,1,0,0,3
VEN,"Fencing Men's Foil, Individual",0,0,0,16
VEN,"Fencing Men's Foil, Team",0,0,0,16
VEN,"Fencing Men's epee, Individual",0,0,1,14
VEN,"Fencing Men's epee, Team",0,0,0,11
GDR,Rowing Men's Double Sculls,4,0,2,4
GER,Rowing Men's Quadruple Sculls,4,0,16,8
FRA,"Equestrianism Men's Jumping, Team",0,4,0,20
WIF,Athletics Men's 200 metres,0,0,0,2
FRA,Sailing Women's Three Person Keelboat,0,0,0,9
ESP,Sailing Mixed 5.5 metres,0,0,0,3
FRA,Luge Men's Singles,0,0,0,10
FRA,Luge Mixed (Men)'s Doubles,0,0,0,4
FRA,Swimming Men's 200 metres Obstacle Course,0,0,0,5
FRA,Swimming Men's 200 metres Team Swimming,4,5,0,5
FRA,Swimming Women's 200 metres Breaststroke,0,0,0,17
FRA,"Equestrianism Mixed Dressage, Individual",1,1,0,30
FRA,"Equestrianism Mixed Dressage, Team",0,0,0,27
SWE,Curling Women's Curling,5,4,8,5
LAT,Athletics Women's Discus Throw,0,0,0,3
LAT,Alpine Skiing Men's Combined,0,0,0,4
USA,Rhythmic Gymnastics Women's Individual,0,0,0,10
YUG,Cross Country Skiing Men's 50 kilometres,0,0,0,25
RUS,Cycling Men's Individual Time Trial,0,0,2,7
LAT,"Speed Skating Men's 10,000 metres",0,0,0,3
LAT,Biathlon Men's 10 kilometres Sprint,0,0,0,22
LAT,Biathlon Men's 12.5 kilometres Pursuit,0,0,0,10
LAT,Biathlon Men's 20 kilometres,0,0,0,22
LAT,Biathlon Men's 4 x 7.5 kilometres Relay,0,0,0,24
LAT,Luge Men's Singles,1,0,0,17
LAT,Luge Mixed (Men)'s Doubles,2,2,0,18
LAT,Cycling Men's Sprint,0,0,0,6
LAT,Cycling Men's Team Sprint,0,0,0,3
NED,Sailing Women's Three Person Keelboat,0,3,0,6
TUN,"Fencing Women's epee, Individual",0,0,0,3
ITA,Weightlifting Men's Featherweight,1,1,1,12
UKR,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,0,8
UKR,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,0,8
EGY,Athletics Men's 400 metres,0,0,0,4
ROU,Athletics Women's 800 metres,1,1,1,14
AND,Shooting Mixed Trap,0,0,0,7
AND,Judo Men's Middleweight,0,0,0,1
EUN,Judo Women's Half-Heavyweight,0,0,0,1
RUS,Swimming Women's 100 metres Butterfly,0,0,0,10
RUS,Athletics Women's Hammer Throw,0,1,2,9
BEN,Swimming Men's 50 metres Freestyle,0,0,0,4
NED,"Fencing Men's epee, Team",5,0,0,35
CAN,"Art Competitions Mixed Literature, Unknown Event",0,0,0,4
CAN,Cycling Women's Individual Time Trial,1,0,0,10
MON,Judo Men's Middleweight,0,0,0,2
MON,Bobsleigh Men's Two,0,0,0,18
MON,Athletics Men's 100 metres,0,0,0,4
MON,Bobsleigh Men's Four,0,0,0,17
FRA,Athletics Women's 400 metres,0,0,3,10
ARG,Rowing Women's Single Sculls,0,0,0,6
USA,"Equestrianism Mixed Jumping, Individual",3,3,2,45
USA,"Equestrianism Mixed Jumping, Team",0,19,12,25
LCA,Athletics Men's 100 metres,0,0,0,2
SVK,Figure Skating Mixed Pairs,0,0,0,2
KGZ,Judo Men's Extra-Lightweight,1,0,0,1
USA,"Speed Skating Men's 1,000 metres",2,1,5,33
BLR,"Canoeing Women's Kayak Doubles, 500 metres",0,0,0,8
HUN,Cross Country Skiing Men's 18 kilometres,0,0,0,7
COL,"Wrestling Women's Heavyweight, Freestyle",0,0,0,2
NCA,Judo Men's Heavyweight,0,0,0,1
PUR,Boxing Men's Middleweight,1,0,0,4
CUB,"Fencing Men's Foil, Team",3,5,2,20
CUB,Diving Men's Springboard,0,0,0,10
CUB,Diving Men's Synchronized Springboard,0,0,0,2
PUR,"Wrestling Men's Lightweight, Freestyle",0,0,0,3
PUR,"Wrestling Men's Middleweight, Freestyle",0,0,0,5
PUR,"Wrestling Men's Light-Heavyweight, Freestyle",0,1,0,3
ESP,Sailing Women's Skiff,0,0,0,2
CUB,Athletics Men's Triple Jump,1,1,0,22
RUS,Boxing Men's Light-Heavyweight,0,0,2,4
GDR,Bobsleigh Men's Two,4,6,4,2
GEO,"Wrestling Men's Welterweight, Freestyle",1,0,0,4
GRE,"Wrestling Men's Middleweight, Freestyle",0,0,0,5
BRA,Athletics Women's High Jump,0,0,0,5
GER,Weightlifting Men's Middle-Heavyweight,1,0,0,4
RSA,"Equestrianism Mixed Jumping, Individual",0,0,0,2
SUI,Cycling Men's Madison,0,2,0,4
KEN,Athletics Men's 400 metres Hurdles,0,1,0,23
SUI,Shooting Men's Trap,0,0,0,6
ALG,"Athletics Women's 3,000 metres Steeplechase",0,0,0,2
FRA,"Canoeing Men's Canadian Doubles, 500 metres",2,0,0,12
RSA,Athletics Men's 4 x 100 metres Relay,0,0,0,16
FRG,Cross Country Skiing Men's 50 kilometres,0,0,0,20
FRA,"Wrestling Men's Welterweight, Freestyle",0,1,0,8
NED,Tennis Men's Singles,0,0,0,19
NED,Tennis Men's Doubles,0,0,0,16
NED,Sailing Mixed 12 foot,0,2,3,0
NED,Athletics Women's Marathon,0,0,0,7
POL,Judo Men's Half-Heavyweight,0,0,1,7
SUI,"Shooting Men's Air Pistol, 10 metres",0,0,0,3
AUT,Alpine Skiing Women's Downhill,7,4,5,56
VEN,"Shooting Men's Air Pistol, 10 metres",0,0,0,1
GBR,"Cycling Men's Road Race, Team",0,24,0,33
RHO,Sailing Mixed Two Person Heavyweight Dinghy,0,0,0,2
CAN,Cycling Women's Team Pursuit,8,0,0,0
CAN,Cycling Women's Omnium,0,0,0,2
FRA,"Art Competitions Mixed Architecture, Designs For Town Planning",0,1,0,29
ITA,Athletics Women's High Jump,0,2,1,8
BRA,Judo Women's Half-Lightweight,0,0,0,5
CMR,Athletics Women's 4 x 400 metres Relay,0,0,0,4
SUI,"Shooting Mixed Free Rifle, Three Positions, 300 metres",1,0,0,3
SUI,"Art Competitions Mixed Architecture, Architectural Designs",0,0,0,13
SUI,"Shooting Women's Air Rifle, 10 metres",0,0,0,14
SUI,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,13
SUI,"Shooting Men's Air Rifle, 10 metres",0,0,0,11
SUI,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0,0,26
SUI,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,1,0,18
FRG,"Shooting Mixed Free Pistol, 50 metres",0,1,0,5
FRG,"Shooting Men's Free Pistol, 50 metres",0,0,0,4
GDR,Athletics Women's Discus Throw,1,1,3,8
GDR,Handball Men's Handball,0,0,14,29
GER,Athletics Men's High Jump,1,1,0,27
USA,Art Competitions Mixed Music,0,0,0,21
GER,Boxing Men's Light-Middleweight,0,0,0,7
GDR,Athletics Men's 800 metres,0,0,0,5
GDR,Athletics Men's Shot Put,2,0,2,8
GDR,Boxing Men's Light-Welterweight,0,0,0,5
GER,Athletics Men's Hammer Throw,1,2,1,19
FRG,Athletics Men's Hammer Throw,1,1,0,12
USA,"Shooting Women's Air Rifle, 10 metres",0,0,3,15
USA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1,0,2,16
FRG,Swimming Women's 400 metres Freestyle,0,0,0,6
FRG,Swimming Women's 200 metres Butterfly,1,0,0,5
TUR,Boxing Men's Middleweight,0,1,0,5
LIB,Alpine Skiing Men's Downhill,0,0,0,10
TCH,Boxing Men's Flyweight,0,0,0,4
YUG,Athletics Men's Hammer Throw,0,1,0,8
MAD,Boxing Men's Featherweight,0,0,0,3
RUS,Alpine Skiing Men's Downhill,0,0,0,14
RUS,Alpine Skiing Men's Super G,0,0,0,17
RUS,Alpine Skiing Men's Giant Slalom,0,0,0,17
RUS,Alpine Skiing Men's Combined,0,0,0,14
UKR,Rhythmic Gymnastics Women's Individual,4,0,1,6
UKR,"Canoeing Men's Canadian Doubles, 500 metres",0,0,0,8
AZE,"Canoeing Men's Canadian Doubles, 1,000 metres",0,0,0,2
ZIM,Diving Women's Springboard,0,0,0,8
ZIM,Diving Women's Platform,0,0,0,2
MLT,"Shooting Women's Air Pistol, 10 metres",0,0,0,1
MLT,"Shooting Women's Sporting Pistol, 25 metres",0,0,0,1
MLT,Cycling Men's 100 kilometres Team Time Trial,0,0,0,11
MLT,Judo Women's Lightweight,0,0,0,2
MLT,Judo Women's Half-Middleweight,0,0,0,3
SUI,Taekwondo Women's Flyweight,0,0,0,1
SRB,Rowing Men's Coxless Pairs,0,0,0,6
IND,Boxing Men's Lightweight,0,0,0,3
THA,Athletics Men's High Jump,0,0,0,1
IND,Athletics Men's 800 metres,0,0,0,9
IND,Sailing Mixed Two Person Dinghy,0,0,0,2
IND,Hockey Women's Hockey,0,0,0,30
THA,Sailing Mixed Two Person Keelboat,0,0,0,6
IND,"Athletics Men's 5,000 metres",0,0,0,7
NEP,Boxing Men's Light-Flyweight,0,0,0,1
IND,Boxing Men's Flyweight,0,0,0,8
IND,Badminton Men's Singles,0,0,0,9
NEP,"Athletics Women's 1,500 metres",0,0,0,2
SWZ,Athletics Men's Marathon,0,0,0,9
THA,Shooting Mixed Trap,0,0,0,8
IND,Rowing Men's Single Sculls,0,0,0,4
PAK,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,0,4
MRI,Weightlifting Men's Middle-Heavyweight,0,0,0,1
IND,"Wrestling Men's Bantamweight, Freestyle",1,0,0,9
IND,Gymnastics Men's Individual All-Around,0,0,0,11
IND,Gymnastics Men's Team All-Around,0,0,0,6
IND,Gymnastics Men's Floor Exercise,0,0,0,11
IND,Gymnastics Men's Horse Vault,0,0,0,11
IND,Gymnastics Men's Parallel Bars,0,0,0,11
IND,Gymnastics Men's Horizontal Bar,0,0,0,11
IND,Gymnastics Men's Rings,0,0,0,11
IND,Gymnastics Men's Pommelled Horse,0,0,0,11
THA,"Shooting Women's Air Rifle, 10 metres",0,0,0,5
CAN,"Wrestling Men's Super-Heavyweight, Freestyle",0,2,0,5
CHN,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,0,2
CHN,Gymnastics Women's Individual All-Around,3,0,0,45
CHN,Gymnastics Women's Team All-Around,11,0,6,36
CHN,Gymnastics Women's Horse Vault,1,1,0,35
CHN,Gymnastics Women's Uneven Bars,2,3,3,38
CHN,Gymnastics Women's Balance Beam,1,2,2,41
CHN,Athletics Men's Hammer Throw,0,0,0,1
ITA,Sailing Mixed Multihull,0,0,0,16
ARG,Swimming Women's 10 kilometres Open Water,0,0,0,2
AUT,Weightlifting Men's Lightweight,0,2,2,12
CHN,Volleyball Men's Volleyball,0,0,0,24
CHN,Athletics Women's Shot Put,2,2,0,20
BRA,"Fencing Men's epee, Individual",0,0,0,23
ITA,Judo Men's Heavyweight,0,0,0,5
ITA,Cycling Men's Sprint,2,3,5,30
ITA,Sailing Mixed 8 metres,0,0,6,6
ITA,"Art Competitions Mixed Music, Instrumental And Chamber",1,0,0,2
ITA,"Art Competitions Mixed Music, Vocals",1,0,0,0
VEN,Tennis Men's Doubles,0,0,0,4
ARG,Cross Country Skiing Men's 15 kilometres,0,0,0,15
ITA,Weightlifting Men's Middleweight,2,3,1,8
ITA,Gymnastics Women's Team Portable Apparatus,0,0,0,14
ITA,Athletics Men's Long Jump,1,0,0,17
ITA,Athletics Men's Hammer Throw,0,1,0,27
ITA,"Fencing Women's Sabre, Individual",0,0,0,8
ITA,"Fencing Women's Sabre, Team",0,0,0,4
ITA,Swimming Women's 200 metres Individual Medley,0,0,0,8
FRA,"Cycling Women's Road Race, Individual",0,1,1,25
FIN,Sailing Mixed Two Person Dinghy,2,0,0,4
ITA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,2,8
POL,Weightlifting Men's Light-Heavyweight,3,2,2,8
POL,Weightlifting Men's Middle-Heavyweight,4,2,0,9
POL,Swimming Women's 200 metres Backstroke,0,0,0,9
POL,Sailing Women's Windsurfer,1,0,0,6
POL,Rhythmic Gymnastics Women's Individual,0,0,0,9
POL,"Canoeing Men's Kayak Doubles, 1,000 metres",6,0,0,16
POL,Basketball Men's Basketball,0,0,0,70
ITA,Skeleton Men's Skeleton,0,0,1,6
UKR,Athletics Women's 400 metres,0,0,0,10
UKR,Athletics Women's 4 x 400 metres Relay,0,0,0,20
USA,Sailing Mixed 8 metres,0,0,12,11
BUR,Athletics Men's 100 metres,0,0,0,8
ESP,Athletics Women's Javelin Throw,0,0,0,4
ITA,Military Ski Patrol Men's Military Ski Patrol,0,0,0,4
ROU,"Athletics Men's 3,000 metres Steeplechase",0,0,0,8
BLR,Rowing Women's Coxless Pairs,4,0,0,2
BLR,Rowing Women's Double Sculls,0,0,0,2
GER,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,1,3,21
ISR,Swimming Women's 400 metres Freestyle,0,0,0,2
ISR,Swimming Women's 800 metres Freestyle,0,0,0,1
ISR,Swimming Women's 400 metres Individual Medley,0,0,0,3
